YEAR,MONTH,DAY_OF_WEEK,FL_DATE,AIRLINE_ID,CARRIER,FL_NUM,ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME,DEP_DELAY,TAXI_OUT,TAXI_IN,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,DISTANCE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
2016,4,5,4/1/2016,19805,AA,1,JFK,"New York, NY",LAX,"Los Angeles, CA",-4,26,15,-28,0,,0,2475,,,,,
2016,4,6,4/2/2016,19805,AA,1,JFK,"New York, NY",LAX,"Los Angeles, CA",-5,20,5,-45,0,,0,2475,,,,,
2016,4,7,4/3/2016,19805,AA,1,JFK,"New York, NY",LAX,"Los Angeles, CA",61,45,17,68,0,,0,2475,33,0,7,0,28
2016,4,1,4/4/2016,19805,AA,1,JFK,"New York, NY",LAX,"Los Angeles, CA",2,15,7,-25,0,,0,2475,,,,,
2016,4,2,4/5/2016,19805,AA,1,JFK,"New York, NY",LAX,"Los Angeles, CA",-5,42,12,22,0,,0,2475,0,0,22,0,0
2016,4,3,4/6/2016,19805,AA,1,JFK,"New York, NY",LAX,"Los Angeles, CA",1,27,5,-13,0,,0,2475,,,,,
2016,4,4,4/7/2016,19805,AA,1,JFK,"New York, NY",LAX,"Los Angeles, CA",9,47,11,28,0,,0,2475,0,0,28,0,0
2016,4,5,4/8/2016,19805,AA,1,JFK,"New York, NY",LAX,"Los Angeles, CA",-1,19,13,-9,0,,0,2475,,,,,
2016,4,6,4/9/2016,19805,AA,1,JFK,"New York, NY",LAX,"Los Angeles, CA",14,20,5,-3,0,,0,2475,,,,,
